"STATE","ZONE","NAME","LON","LAT"
"CO",85,"Colorado Springs Vicinity/Southern El Paso County/Rampart Range Below 7400 Ft",-104.5034,38.7125
"CO",86,"Pueblo Vicinity/Pueblo County Below 6300 Feet",-104.4872,38.1821
"CO",87,"Walsenburg Vicinity/Upper Huerfano River Basin Below 7500 Ft",-104.8578,37.6899
"CO",88,"Trinidad Vicinity/Western Las Animas County Below 7500 Ft",-104.3935,37.3538
"CO",89,"Crowley County",-103.7849,38.3266
"CO",90,"Yuma County",-102.4243,40.0029
"CO",91,"Kit Carson County",-102.6029,39.3054
"CO",92,"Cheyenne County",-102.6034,38.8279
"CO",93,"La Junta Vicinity/Otero County",-103.7164,37.9027
"CO",94,"Eastern Las Animas County",-103.5645,37.3221
"CO",95,"Western Kiowa County",-103.0919,38.424
"CO",96,"Eastern Kiowa County",-102.3891,38.4414
"CO",97,"Las Animas Vicinity/Bent County",-103.0717,37.9551
"CO",98,"Lamar Vicinity/Prowers County",-102.3933,37.9552
"CO",99,"Springfield Vicinity/Baca County",-102.5605,37.3192
"CT",1,"Northern Litchfield",-73.2502,41.8851
"CT",2,"Hartford",-72.7328,41.8064
"CT",3,"Tolland",-72.3365,41.855
"CT",4,"Windham",-71.9875,41.83
"CT",5,"Northern Fairfield",-73.3629,41.353
"CT",6,"Northern New Haven",-72.9956,41.4648
"CT",7,"Northern Middlesex",-72.5551,41.4977
"CT",8,"Northern New London",-72.0992,41.5317
"CT",9,"Southern Fairfield",-73.435,41.1301
"CT",10,"Southern New Haven",-72.8154,41.3108
"CT",11,"Southern Middlesex",-72.4497,41.3211
"CT",12,"Southern New London",-72.1039,41.3616
"CT",13,"Southern Litchfield",-73.2368,41.6344
"DC",1,"District of Columbia",-77.0146,38.9093
"DE",1,"New Castle",-75.6489,39.581
"DE",2,"Kent",-75.5688,39.0867
"DE",3,"Inland Sussex",-75.4181,38.6653
"DE",4,"Delaware Beaches",-75.0919,38.6114
"FL",7,"North Walton",-86.2133,30.8499
"FL",8,"Central Walton",-86.112,30.593
"FL",9,"Holmes",-85.8143,30.8679
"FL",10,"Washington",-85.6656,30.6106
"FL",11,"Jackson",-85.2194,30.7956
"FL",12,"Inland Bay",-85.5408,30.366
"FL",13,"Calhoun",-85.1972,30.4061
"FL",14,"Inland Gulf",-85.211,30.0103
"FL",15,"Inland Franklin",-84.8653,29.9462
"FL",16,"Gadsden",-84.6137,30.5795
"FL",17,"Leon",-84.2779,30.4581
"FL",18,"Inland Jefferson",-83.8865,30.4578
"FL",19,"Madison",-83.47,30.4442
"FL",20,"Hamilton",-82.9478,30.4964
"FL",21,"Suwannee",-82.9915,30.1956
"FL",22,"Columbia",-82.6215,30.2243
"FL",23,"Baker",-82.2846,30.331
"FL",24,"Inland Nassau",-81.8808,30.602
"FL",25,"Inland Duval",-81.7825,30.3142
"FL",26,"Liberty",-84.8829,30.2414
"FL",27,"Inland Wakulla",-84.4473,30.2025
"FL",28,"Inland Taylor",-83.5767,30.0954
"FL",29,"Lafayette",-83.1811,29.9855
"FL",30,"Union",-82.3714,30.0439
"FL",31,"Bradford",-82.1689,29.9502
"FL",32,"Clay",-81.8579,29.9831
"FL",33,"Inland St. Johns",-81.4979,29.8671
"FL",34,"Inland Dixie",-83.1235,29.6711
"FL",35,"Gilchrist",-82.8005,29.7259
"FL",36,"Alachua",-82.3576,29.6749
"FL",37,"Putnam",-81.7442,29.6086
"FL",38,"Inland Flagler",-81.3306,29.4499
"FL",40,"Marion",-82.0567,29.2103
"FL",41,"Inland Volusia",-81.2756,29.0622
"FL",43,"Sumter",-82.081,28.7046
"FL",44,"Northern Lake County",-81.6301,28.9313
"FL",45,"Orange",-81.3238,28.5148
"FL",46,"Seminole",-81.2362,28.717
"FL",47,"Southern Brevard County",-80.7165,28.0475
"FL",50,"Pinellas",-82.722,27.928
"FL",52,"Polk",-81.6978,27.9489
"FL",53,"Osceola",-81.1495,28.0627
"FL",54,"Indian River",-80.6158,27.6929
"FL",56,"Hardee",-81.8099,27.4927
"FL",57,"Highlands",-81.3409,27.3434
"FL",58,"Okeechobee",-80.9015,27.4283
"FL",59,"St. Lucie",-80.4836,27.3764
"FL",61,"DeSoto",-81.8093,27.1863
"FL",63,"Glades",-81.2397,26.9605
"FL",64,"Martin",-80.3893,27.0844
"FL",66,"Hendry",-81.1718,26.5473
"FL",67,"Inland Palm Beach County",-80.5109,26.6172
"FL",68,"Metro Palm Beach County",-80.1464,26.6222
"FL",69,"Coastal Collier County",-81.6016,26.015
"FL",70,"Inland Collier County",-81.293,26.138
"FL",71,"Inland Broward County",-80.6145,26.1632
"FL",72,"Metro Broward County",-80.2706,26.1257
"FL",73,"Inland Miami-Dade County",-80.6396,25.6928
"FL",74,"Metropolitan Miami Dade",-80.3008,25.8194
"FL",75,"Mainland Monroe",-81.0326,25.5205
"FL",76,"Monroe Upper Keys",-80.4176,25.1496
"FL",77,"Monroe Middle Keys",-80.9876,24.7471
"FL",78,"Monroe Lower Keys",-81.5527,24.6514
"FL",108,"South Walton",-86.171,30.4183
"FL",112,"Coastal Bay",-85.6654,30.2213
"FL",114,"Coastal Gulf",-85.2726,29.8173
"FL",115,"Coastal Franklin",-84.7899,29.8382
"FL",118,"Coastal Jefferson",-84.0221,30.1477
"FL",124,"Coastal Nassau",-81.5495,30.6366
"FL",125,"Coastal Duval",-81.5262,30.352
"FL",127,"Coastal Wakulla",-84.475,30.006
"FL",128,"Coastal Taylor",-83.6702,29.9258
"FL",133,"Coastal St. Johns",-81.3629,29.9525
"FL",134,"Coastal Dixie",-83.2252,29.4931
"FL",138,"Coastal Flagler",-81.1875,29.5436
"FL",139,"Coastal Levy",-82.893,29.2421
"FL",141,"Coastal Volusia",-80.9907,29.0562
"FL",142,"Coastal Citrus",-82.6088,28.8126
"FL",144,"Southern Lake County",-81.8061,28.5634
"FL",147,"Northern Brevard County",-80.7806,28.5586
"FL",148,"Coastal Hernando",-82.6112,28.5709
"FL",149,"Coastal Pasco",-82.6809,28.2916
"FL",151,"Coastal Hillsborough",-82.4242,27.7744
"FL",155,"Coastal Manatee",-82.5395,27.4983
"FL",160,"Coastal Sarasota",-82.277,27.0267
"FL",162,"Coastal Charlotte",-82.1085,26.9689
"FL",165,"Coastal Lee",-81.978,26.5608
"FL",168,"Coastal Palm Beach County",-80.0806,26.7053
"FL",172,"Coastal Broward County",-80.1266,26.1498
"FL",173,"Coastal Miami Dade County",-80.3116,25.5826
"FL",174,"Far South Miami-Dade County",-80.6497,25.299
"FL",201,"Escambia Inland",-87.4148,30.8244
"FL",202,"Escambia Coastal",-87.3033,30.4541
"FL",203,"Santa Rosa Inland",-87.0179,30.77
"FL",204,"Santa Rosa Coastal",-87.0128,30.4942
"FL",205,"Okaloosa Inland",-86.5993,30.7459
"FL",206,"Okaloosa Coastal",-86.5784,30.4587
"FL",239,"Inland Levy",-82.6633,29.3606
"FL",242,"Inland Citrus",-82.4142,28.8489
"FL",248,"Inland Hernando",-82.3719,28.5482
"FL",249,"Inland Pasco",-82.3345,28.3127
"FL",251,"Inland Hillsborough",-82.2469,27.9311
"FL",255,"Inland Manatee",-82.2406,27.4658
"FL",260,"Inland Sarasota",-82.2669,27.2
"FL",262,"Inland Charlotte",-81.7547,26.9037
"FL",265,"Inland Lee",-81.8553,26.6504
"GA",1,"Dade",-85.5045,34.8546
"GA",2,"Walker",-85.3009,34.7356
"GA",3,"Catoosa",-85.1381,34.9036
"GA",4,"Whitfield",-84.9673,34.8056
"GA",5,"Murray",-84.7481,34.7885
"GA",6,"Fannin",-84.3197,34.8641
"GA",7,"Gilmer",-84.4554,34.6915
"GA",8,"Union",-83.9907,34.8342
"GA",9,"Towns",-83.7373,34.9167
"GA",10,"Rabun",-83.4021,34.8818
"GA",11,"Chattooga",-85.3454,34.475
"GA",12,"Gordon",-84.8757,34.5034
"GA",13,"Pickens",-84.4656,34.4643
"GA",14,"Dawson",-84.1704,34.4438
"GA",15,"Lumpkin",-84.0031,34.5721
"GA",16,"White",-83.7472,34.6464
"GA",17,"Habersham",-83.5312,34.631
"GA",18,"Stephens",-83.2935,34.554
"GA",19,"Floyd",-85.2143,34.2632
"GA",20,"Bartow",-84.8405,34.2379
"GA",21,"Cherokee",-84.4764,34.2439
"GA",22,"Forsyth",-84.1253,34.2255
"GA",23,"Hall",-83.8197,34.3168
"GA",24,"Banks",-83.4974,34.3541
"GA",25,"Jackson",-83.5663,34.1339
"GA",26,"Franklin",-83.2292,34.3755
"GA",27,"Madison",-83.209,34.1279
"GA",28,"Hart",-82.964,34.3511
"GA",29,"Elbert",-82.8403,34.1169
"GA",30,"Polk",-85.1882,34.0018
"GA",31,"Paulding",-84.8672,33.9202
"GA",32,"Cobb",-84.5767,33.9415
"GA",33,"North Fulton",-84.3557,33.935
"GA",34,"Gwinnett",-84.0235,33.9617
"GA",35,"Barrow",-83.7127,33.9932
"GA",36,"Clarke",-83.3674,33.9513
"GA",37,"Oconee",-83.437,33.8349
"GA",38,"Oglethorpe",-83.0806,33.8807
"GA",39,"Wilkes",-82.7432,33.782
"GA",40,"Lincoln",-82.4512,33.7936
"GA",41,"Haralson",-85.211,33.7942
"GA",42,"Carroll",-85.0797,33.5828
"GA",43,"Douglas",-84.7677,33.7015
"GA",44,"South Fulton",-84.6065,33.6085
"GA",45,"DeKalb",-84.2263,33.7715
"GA",46,"Rockdale",-84.0267,33.6545
"GA",47,"Walton",-83.7338,33.7816
"GA",48,"Newton",-83.8503,33.5551
"GA",49,"Morgan",-83.4924,33.5908
"GA",50,"Greene",-83.1667,33.5789
"GA",51,"Taliaferro",-82.8787,33.5662
"GA",52,"Heard",-85.1283,33.297
"GA",53,"Coweta",-84.7633,33.3535
"GA",54,"Fayette",-84.4941,33.414
"GA",55,"Clayton",-84.3577,33.5419
"GA",56,"Spalding",-84.2841,33.2609
"GA",57,"Henry",-84.1554,33.4534
"GA",58,"Butts",-83.9572,33.2891
"GA",59,"Jasper",-83.6881,33.3164
"GA",60,"Putnam",-83.3728,33.3218
"GA",61,"Hancock",-83.001,33.2703
"GA",62,"Warren",-82.6767,33.4089
"GA",63,"McDuffie",-82.4814,33.4829
"GA",64,"Columbia",-82.264,33.5442
"GA",65,"Richmond",-82.0735,33.3596
"GA",66,"Troup",-85.0283,33.0335
"GA",67,"Meriwether",-84.6883,33.0406
"GA",68,"Pike",-84.3892,33.0922
"GA",69,"Upson",-84.2993,32.8813
"GA",70,"Lamar",-84.1394,33.0765
"GA",71,"Monroe",-83.9187,33.0141
"GA",72,"Jones",-83.5605,33.0251
"GA",73,"Baldwin",-83.2499,33.069
"GA",74,"Washington",-82.7959,32.9695
"GA",75,"Glascock",-82.6107,33.2293
"GA",76,"Jefferson",-82.4181,33.0549
"GA",77,"Burke",-82.0008,33.0612
"GA",78,"Harris",-84.909,32.736
"GA",79,"Talbot",-84.533,32.6995
"GA",80,"Taylor",-84.2504,32.5556
"GA",81,"Crawford",-83.9864,32.7145
"GA",82,"Bibb",-83.6979,32.8067
"GA",83,"Twiggs",-83.4272,32.6672
"GA",84,"Wilkinson",-83.1713,32.8024
"GA",85,"Johnson",-82.6601,32.7015
"GA",86,"Emanuel",-82.3018,32.5898
"GA",87,"Jenkins",-81.9636,32.7925
"GA",88,"Screven",-81.6119,32.7507
"GA",89,"Muscogee",-84.877,32.51
"GA",90,"Chattahoochee",-84.787,32.347
"GA",91,"Marion",-84.5246,32.3534
"GA",92,"Schley",-84.3149,32.262
"GA",93,"Macon",-84.0425,32.3584
"GA",94,"Peach",-83.8269,32.5688
"GA",95,"Houston",-83.6662,32.459
"GA",96,"Bleckley",-83.3279,32.4344
"GA",97,"Laurens",-82.9222,32.4637
"GA",98,"Treutlen",-82.5673,32.4039
"GA",99,"Candler",-82.0737,32.4035
"GA",100,"Bulloch",-81.7432,32.3969
"GA",101,"Effingham",-81.3407,32.3675
"GA",102,"Stewart",-84.8352,32.0785
"GA",103,"Webster",-84.551,32.0466
"GA",104,"Sumter",-84.1971,32.04
"GA",105,"Dooly",-83.7987,32.1572
"GA",106,"Crisp",-83.7681,31.923
"GA",107,"Pulaski",-83.4764,32.2328
"GA",108,"Wilcox",-83.4322,31.9733
"GA",109,"Dodge",-83.1684,32.1722
"GA",110,"Telfair",-82.9389,31.9298
"GA",111,"Wheeler",-82.7246,32.1171
"GA",112,"Montgomery",-82.5338,32.1746
"GA",113,"Toombs",-82.3306,32.1206
"GA",114,"Tattnall",-82.0582,32.0458
"GA",115,"Evans",-81.8869,32.1568
"GA",116,"Inland Bryan",-81.4749,32.0403
"GA",117,"Coastal Bryan",-81.2001,31.8127
"GA",118,"Inland Chatham",-81.2277,32.0769
"GA",119,"Coastal Chatham",-81.0342,31.9181
"GA",120,"Quitman",-85.0188,31.8674
"GA",121,"Clay",-84.9803,31.6264
"GA",122,"Randolph",-84.7542,31.7626
"GA",123,"Calhoun",-84.6249,31.5292
"GA",124,"Terrell",-84.4368,31.7768
"GA",125,"Dougherty",-84.2164,31.5333
"GA",126,"Lee",-84.141,31.7796
"GA",127,"Worth",-83.851,31.5515
"GA",128,"Turner",-83.6242,31.7163
"GA",129,"Tift",-83.5266,31.4575
"GA",130,"Ben Hill",-83.2205,31.7598
"GA",131,"Irwin",-83.2764,31.6023
"GA",132,"Coffee",-82.8493,31.5492
"GA",133,"Jeff Davis",-82.637,31.8056
"GA",134,"Bacon",-82.4527,31.5537
"GA",135,"Appling",-82.289,31.7493
"GA",136,"Wayne",-81.9168,31.5515
"GA",137,"Long",-81.746,31.7528
"GA",138,"Inland Liberty",-81.5354,31.851
"GA",139,"Coastal Liberty",-81.2029,31.6625
"GA",140,"Inland McIntosh",-81.4877,31.5278
"GA",141,"Coastal McIntosh",-81.3214,31.4658
"GA",142,"Early",-84.9037,31.3229
"GA",143,"Miller",-84.7307,31.164
"GA",144,"Baker",-84.4447,31.3262
"GA",145,"Mitchell",-84.1942,31.2254
"GA",146,"Colquitt",-83.7688,31.1884
"GA",147,"Cook",-83.4305,31.154
"GA",148,"Berrien",-83.2297,31.2761
"GA",149,"Atkinson",-82.88,31.2971
"GA",150,"Ware",-82.4238,31.0535
"GA",151,"Pierce",-82.2133,31.3589
"GA",152,"Brantley",-81.9819,31.197
"GA",153,"Inland Glynn",-81.639,31.2698
"GA",154,"Coastal Glynn",-81.4443,31.1958
"GA",155,"Seminole",-84.8812,30.7935
"GA",156,"Decatur",-84.7577,30.7993
"GA",157,"Grady",-84.2344,30.8747
"GA",158,"Thomas",-83.9194,30.8637
"GA",159,"Brooks",-83.5803,30.842
"GA",160,"Lowndes",-83.2677,30.8339
"GA",161,"Lanier",-83.0626,31.038
"GA",162,"Echols",-82.8939,30.7101
"GA",163,"Clinch",-82.7063,30.9151
"GA",164,"Charlton",-82.138,30.7818
"GA",165,"Inland Camden",-81.7688,30.9642
"GA",166,"Coastal Camden",-81.5544,30.8884
"GU",1,"Guam",144.7749,13.4419
"GU",2,"Rota",145.2126,14.1558
"GU",3,"Tinian",145.6241,15.0014
"GU",4,"Saipan",145.7523,15.1889
"GU",5,"Agrihan",145.6922,17.9724
"GU",11,"Koror",134.5351,7.4442
"GU",13,"Kayangel",134.7129,8.0735
"GU",21,"Yap",138.1244,9.5366
"GU",22,"Ngulu",137.5079,8.3022
"GU",23,"Ulithi",139.7906,10.0157
"GU",24,"Sorol",140.6973,8.2143
"GU",25,"Woleai",143.9153,7.3719
"GU",26,"Satawal",147.0372,7.3605
"GU",31,"Chuuk",151.7531,7.3676
"GU",32,"Puluwat",149.1912,7.3741
"GU",33,"Lukunor",153.8127,5.4999
"GU",41,"Pohnpei",158.2252,6.8807
"GU",42,"Mokil",159.7796,6.6639
"GU",43,"Pingelap",160.7078,6.2129
"GU",51,"Kosrae",162.9783,5.3127
"GU",61,"Majuro",171.1789,7.1086
"GU",62,"Ujelang",160.9747,9.765
"GU",64,"Ailinglaplap",168.7633,7.3959
"GU",65,"Jaluit",169.6132,5.9419
"GU",67,"Wotje",170.2022,9.5882
"GU",68,"Mili",171.903,6.0565
"HI",1,"Niihau",-160.157,21.897
"HI",2,"Kauai Windward",-159.4303,22.0637
"HI",3,"Kauai Leeward",-159.6679,22.0137
"HI",4,"Kauai Mountains",-159.543,22.0963
"HI",5,"Oahu South Shore",-157.9505,21.3343
"HI",6,"Waianae Coast",-158.1814,21.4654
"HI",7,"Oahu North Shore",-158.1223,21.5795
"HI",8,"Oahu Koolau",-157.9036,21.4957
"HI",9,"Olomana",-157.7459,21.3809
"HI",10,"Central Oahu",-158.027,21.4843
"HI",11,"Waianae Mountains",-158.1327,21.4683
"HI",12,"Molokai Windward",-156.8445,21.1338
"HI",13,"Molokai Leeward",-157.1051,21.1376
"HI",14,"Lanai Makai",-156.9394,20.8504
"HI",15,"Lanai Mauka",-156.9138,20.8177
"HI",16,"Kahoolawe",-156.6118,20.5503
"HI",17,"Maui Windward West",-156.5762,20.9195
"HI",18,"Maui Leeward West",-156.6446,20.8913
"HI",19,"Maui Central Valley",-156.44,20.845
"HI",20,"Windward Haleakala",-156.175,20.8017
"HI",21,"Leeward Haleakala",-156.3388,20.6916
"HI",22,"Haleakala Summit",-156.2266,20.7185
"HI",23,"Kona",-155.8769,19.5371
"HI",24,"South Big Island",-155.477,19.2106
"HI",25,"Big Island North and East",-155.291,19.7729
"HI",26,"Kohala",-155.7657,19.9531
"HI",27,"Big Island Interior",-155.5801,19.5883
"HI",28,"Big Island Summit",-155.5591,19.5513
"IA",1,"Lyon",-96.2103,43.3805
"IA",2,"Osceola",-95.6238,43.3785
"IA",3,"Dickinson",-95.151,43.3779
"IA",4,"Emmet",-94.6784,43.3779
"IA",5,"Kossuth",-94.2067,43.2042
"IA",6,"Winnebago",-93.7342,43.3775
"IA",7,"Worth",-93.2609,43.3774
"IA",8,"Mitchell",-92.7891,43.3564
"IA",9,"Howard",-92.3172,43.3568
"IA",10,"Winneshiek",-91.8437,43.2906
"IA",11,"Allamakee",-91.3781,43.2843
"IA",12,"Sioux",-96.1779,43.0826
"IA",13,"O'Brien",-95.625,43.0838
"IA",14,"Clay",-95.151,43.0826
"IA",15,"Palo Alto",-94.6782,43.082
"IA",16,"Hancock",-93.7343,43.0818
"IA",17,"Cerro Gordo",-93.2608,43.0816
"IA",18,"Floyd",-92.789,43.06
"IA",19,"Chickasaw",-92.3176,43.0601
"IA",20,"Plymouth",-96.2142,42.7378
"IA",21,"Cherokee",-95.6239,42.7357
"IA",22,"Buena Vista",-95.1513,42.7355
"IA",23,"Pocahontas",-94.6789,42.7341
"IA",24,"Humboldt",-94.2073,42.7764
"IA",25,"Wright",-93.7352,42.7331
"IA",26,"Franklin",-93.2624,42.7325
"IA",27,"Butler",-92.7902,42.7316
"IA",28,"Bremer",-92.3182,42.7747
"IA",29,"Fayette",-91.8443,42.8625
"IA",30,"Clayton",-91.3414,42.8447
"IA",31,"Woodbury",-96.0449,42.3897
"IA",32,"Ida",-95.5136,42.3868
"IA",33,"Sac",-95.1055,42.3862
"IA",34,"Calhoun",-94.6405,42.3852
"IA",35,"Webster",-94.1818,42.4278
"IA",36,"Hamilton",-93.7068,42.3837
"IA",37,"Hardin",-93.2404,42.3838
"IA",38,"Grundy",-92.791,42.4019
"IA",39,"Black Hawk",-92.3085,42.4701
"IA",40,"Buchanan",-91.8379,42.4707
"IA",41,"Delaware",-91.3673,42.4711
"IA",42,"Dubuque",-90.8824,42.4688
"IA",43,"Monona",-95.96,42.0516
"IA",44,"Crawford",-95.3821,42.0372
"IA",45,"Carroll",-94.8607,42.0362
"IA",46,"Greene",-94.3969,42.0362
"IA",47,"Boone",-93.9318,42.0366
"IA",48,"Story",-93.4651,42.0362
"IA",49,"Marshall",-92.9988,42.0358
"IA",50,"Tama",-92.5326,42.0798
"IA",51,"Benton",-92.0657,42.0801
"IA",52,"Linn",-91.5989,42.0789
"IA",53,"Jones",-91.1314,42.1212
"IA",54,"Jackson",-90.5742,42.1717
"IA",55,"Harrison",-95.8167,41.6829
"IA",56,"Shelby",-95.3103,41.6851
"IA",57,"Audubon",-94.9058,41.6846
"IA",58,"Guthrie",-94.501,41.6838
"IA",59,"Dallas",-94.0398,41.6849
"IA",60,"Polk",-93.5734,41.6855
"IA",61,"Jasper",-93.0537,41.686
"IA",62,"Poweshiek",-92.5314,41.6864
"IA",63,"Iowa",-92.0656,41.6863
"IA",64,"Johnson",-91.5881,41.6715
"IA",65,"Cedar",-91.1324,41.7723
"IA",66,"Clinton",-90.532,41.898
"IA",67,"Muscatine",-91.1127,41.4839
"IA",68,"Scott",-90.6232,41.6371
"IA",69,"Pottawattamie",-95.5423,41.3364
"IA",70,"Cass",-94.9278,41.3315
"IA",71,"Adair",-94.471,41.3307
"IA",72,"Madison",-94.0155,41.3307
"IA",73,"Warren",-93.5614,41.3343
"IA",74,"Marion",-93.0995,41.3344
"IA",75,"Mahaska",-92.6409,41.3351
"IA",76,"Keokuk",-92.1787,41.3364
"IA",77,"Washington",-91.7179,41.3356
"IA",78,"Louisa",-91.2597,41.2185
"IA",79,"Mills",-95.6214,41.0332
"IA",80,"Montgomery",-95.1563,41.0301
"IA",81,"Adams",-94.6992,41.029
"IA",82,"Union",-94.2424,41.0277
"IA",83,"Clarke",-93.7851,41.029
"IA",84,"Lucas",-93.3277,41.0293
"IA",85,"Monroe",-92.869,41.0297
"IA",86,"Wapello",-92.4095,41.0306
"IA",87,"Jefferson",-91.9489,41.0318
"IA",88,"Henry",-91.5446,40.9879
"IA",89,"Des Moines",-91.1815,40.9232
"IA",90,"Fremont",-95.6047,40.7456
"IA",91,"Page",-95.1502,40.7391
"IA",92,"Taylor",-94.6965,40.7374
"IA",93,"Ringgold",-94.244,40.7352
"IA",94,"Decatur",-93.7863,40.7377
"IA",95,"Wayne",-93.3274,40.7395
"IA",96,"Appanoose",-92.8687,40.7432
"IA",97,"Davis",-92.4097,40.7477
"IA",98,"Van Buren",-91.95,40.7532
"IA",99,"Lee",-91.4792,40.642
"ID",1,"Northern Panhandle",-116.5661,48.4447
"ID",2,"Coeur d'Alene Area",-116.8182,47.6003
"ID",3,"Idaho Palouse",-116.8785,46.9308
"ID",4,"Central Panhandle Mountains",-116.1291,47.3003
"ID",5,"Northern Clearwater Mountains",-115.5769,46.7138
"ID",6,"Southern Clearwater Mountains",-115.2666,45.8352
"ID",7,"Orofino/Grangeville Region",-116.0712,46.2094
"ID",8,"Lower Hells Canyon/Salmon River Region",-116.4493,45.6641
"ID",9,"Western Lemhi County",-114.3901,45.1209
"ID",10,"Eastern Lemhi County",-113.5852,44.8081
"ID",11,"West Central Mountains",-115.8966,44.7716
"ID",12,"Lower Treasure Valley",-116.692,43.7962
"ID",13,"Boise Mountains",-115.4718,43.7521
"ID",14,"Upper Treasure Valley",-115.8643,43.1035
"ID",15,"Southwest Highlands",-116.0477,42.3439
"ID",16,"Western Magic Valley",-114.5943,42.7508
"ID",26,"Lewiston Area",-116.7031,46.4507
"ID",27,"Lewis and Southern Nez Perce Counties",-116.5889,46.1926
"ID",28,"Camas Prairie",-114.8183,43.301
"ID",29,"Owyhee Mountains",-116.7748,42.9537
"ID",30,"Southern Twin  Falls County",-114.6784,42.2255
"ID",33,"Upper Weiser River",-116.5799,44.476
"ID",51,"Shoshone/Lava Beds",-113.8956,43.0804
"ID",52,"Arco/Mud Lake Desert",-112.7958,43.6353
"ID",53,"Upper Snake River Plain",-111.9224,43.7916
"ID",54,"Lower Snake River Plain",-112.6045,43.1242
"ID",55,"Eastern Magic Valley",-113.4605,42.7002
"ID",56,"Southern Hills/Albion Mountains",-113.8364,42.1932
"ID",57,"Raft River Region",-113.0516,42.2756
"ID",58,"Marsh and Arbon Highlands",-112.2919,42.6797
"ID",59,"Franklin/Eastern Oneida Region",-112.1984,42.2039
"ID",60,"Bear River Range",-111.5742,42.2521
"ID",61,"Bear Lake Valley",-111.2738,42.2447
"ID",62,"Blackfoot Mountains",-111.747,42.9895
"ID",63,"Caribou Range",-111.2925,42.9919
"ID",64,"Big Hole Mountains",-111.2986,43.6154
"ID",65,"Teton Valley",-111.2616,43.8893
"ID",66,"Centennial Mountains/Island Park",-111.489,44.3674
"ID",67,"Beaverhead/Lemhi Highlands",-112.5387,44.2232
"ID",68,"Lost River Valleys",-113.4263,43.8834
"ID",69,"Lost River Range",-113.5633,44.122
"ID",70,"Challis/Pahsimeroi Valleys",-114.0841,44.4002
"ID",71,"Frank Church Wilderness",-114.5294,44.416
"ID",72,"Sawtooth/Stanley Basin",-114.9227,44.2935
"ID",73,"Sun Valley Region",-114.4186,43.7253
"ID",74,"Big Lost Highlands/Copper Basin",-113.9943,43.8258
"ID",75,"Wood River Foothills",-114.1369,43.4301
"IL",1,"Jo Daviess",-90.2123,42.3657
"IL",2,"Stephenson",-89.6625,42.3517
"IL",3,"Winnebago",-89.1609,42.3363
"IL",4,"Boone",-88.8234,42.3231
"IL",5,"McHenry",-88.4524,42.3244
"IL",6,"Lake",-88.0036,42.3231
"IL",7,"Carroll",-89.9345,42.0688
"IL",8,"Ogle",-89.3207,42.0427
"IL",9,"Whiteside",-89.9141,41.7563
"IL",10,"Lee",-89.3005,41.7461
"IL",11,"De Kalb",-88.7704,41.8934
"IL",12,"Kane",-88.4287,41.939
"IL",13,"DuPage",-88.0857,41.852
"IL",14,"Cook",-87.8167,41.8399
"IL",15,"Rock Island",-90.5674,41.4674
"IL",16,"Henry",-90.1314,41.3531
"IL",17,"Bureau",-89.5287,41.4041
"IL",18,"Putnam",-89.2858,41.2045
"IL",19,"La Salle",-88.8859,41.3439
"IL",20,"Kendall",-88.4289,41.5906
"IL",21,"Grundy",-88.4185,41.2849
"IL",22,"Will",-87.9787,41.445
"IL",23,"Kankakee",-87.8618,41.1377
"IL",24,"Mercer",-90.7414,41.2053
"IL",25,"Henderson",-90.9251,40.8181
"IL",26,"Warren",-90.615,40.8488
"IL",27,"Knox",-90.2133,40.9318
"IL",28,"Stark",-89.7975,41.0934
"IL",29,"Peoria",-89.76,40.7881
"IL",30,"Marshall",-89.3448,41.0332
"IL",31,"Woodford",-89.2111,40.7882
"IL",32,"Livingston",-88.5578,40.8914
"IL",33,"Iroquois",-87.8243,40.7474
"IL",34,"Hancock",-91.1647,40.4037
"IL",35,"McDonough",-90.678,40.4562
"IL",36,"Fulton",-90.2075,40.4728
"IL",37,"Tazewell",-89.5135,40.5075
"IL",38,"McLean",-88.8473,40.4908
"IL",39,"Ford",-88.2233,40.5972
"IL",40,"Schuyler",-90.6151,40.158
"IL",41,"Mason",-89.9168,40.2397
"IL",42,"Logan",-89.3676,40.1245
"IL",43,"De Witt",-88.9041,40.1746
"IL",44,"Piatt",-88.5911,40.0104
"IL",45,"Champaign",-88.1991,40.1401
"IL",46,"Vermilion",-87.7329,40.1836
"IL",47,"Cass",-90.2474,39.9736
"IL",48,"Menard",-89.8022,40.0274
"IL",49,"Scott",-90.4747,39.6442
"IL",50,"Morgan",-90.2015,39.7156
"IL",51,"Sangamon",-89.6589,39.7582
"IL",52,"Christian",-89.2773,39.5458
"IL",53,"Macon",-88.9617,39.8599
"IL",54,"Moultrie",-88.6194,39.6414
"IL",55,"Douglas",-88.2174,39.7695
"IL",56,"Coles",-88.2218,39.5202
"IL",57,"Edgar",-87.7456,39.6786
"IL",58,"Greene",-90.3905,39.3562
"IL",59,"Macoupin",-89.9244,39.261
"IL",60,"Montgomery",-89.4789,39.231
"IL",61,"Shelby",-88.8055,39.3911
"IL",62,"Cumberland",-88.2402,39.2732
"IL",63,"Clark",-87.7878,39.3335
"IL",64,"Bond",-89.4356,38.8868
"IL",65,"Fayette",-89.0242,39.0002
"IL",66,"Effingham",-88.5899,39.0597
"IL",67,"Jasper",-88.1538,39.01
"IL",68,"Crawford",-87.7595,39.0028
